Year,Quarter,LGA (Local Government Areas),Dwelling Types,Bedroom Numbers,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged,,,
2016,Third,Warringah,Total,1 Bedroom,-,460,-,-,-,2.2,-,-,-,,,
2016,Third,Wollondilly,Total,1 Bedroom,-,-,-,-,-,-,-,-,-,,,
2016,Third,Wyong,Total,1 Bedroom,-,240,-,-,-,-2,-,-,-,,,
2016,Third,The Hills Shire,Total,2 Bedrooms,-,520,-,-,-,2,-,-,-,,,
2016,Third,Blacktown,Total,2 Bedrooms,-,380,-,-,-,0,-,-,-,,,
2016,Third,Blue Mountains,Total,2 Bedrooms,-,360,-,-,-,1.4,-,-,-,,,
2016,Third,Camden,Total,2 Bedrooms,-,390,-,-,-,4,-,-,-,,,
2016,Third,Campbelltown,Total,2 Bedrooms,-,350,-,-,-,0,-,-,-,,,
2016,Third,Fairfield,Total,2 Bedrooms,-,350,-,-,-,2.9,-,-,-,,,
2016,Third,Gosford,Total,2 Bedrooms,-,360,-,-,-,0,-,-,-,,,
2016,Third,Hawkesbury,Total,2 Bedrooms,-,350,-,-,-,2.9,-,-,-,,,
2016,Third,Holroyd,Total,2 Bedrooms,-,420,-,-,-,0,-,-,-,,,
2016,Third,Hornsby,Total,2 Bedrooms,-,513,-,-,-,0.5,-,-,-,,,
2016,Third,Liverpool,Total,2 Bedrooms,-,368,-,-,-,5,-,-,-,,,
2016,Third,Penrith,Total,2 Bedrooms,-,330,-,-,-,0,-,-,-,,,
2016,Third,Pittwater,Total,2 Bedrooms,-,623,-,-,-,-0.4,-,-,-,,,
2016,Third,Sutherland,Total,2 Bedrooms,-,470,-,-,-,0,-,-,-,,,
2016,Third,Warringah,Total,2 Bedrooms,-,595,-,-,-,-0.8,-,-,-,,,
2016,Third,Wollondilly,Total,2 Bedrooms,-,340,-,-,-,0,-,-,-,,,
2016,Third,Wyong,Total,2 Bedrooms,-,330,-,-,-,0,-,-,-,,,
2016,Third,The Hills Shire,Total,3 Bedrooms,-,595,-,-,-,3.5,,,,,,
2016,Third,Blacktown,Total,3 Bedrooms,-,430,-,-,-,1.2,-,-,-,,,
2016,Third,Blue Mountains,Total,3 Bedrooms,-,420,-,-,-,0,,,,,,
2016,Third,Camden,Total,3 Bedrooms,-,460,-,-,-,2.2,-,-,-,,,
2016,Third,Campbelltown,Total,3 Bedrooms,-,405,-,-,-,1.3,,,,,,
2016,Third,Fairfield,Total,3 Bedrooms,-,450,-,-,-,0,-,-,-,,,
2016,Third,Gosford,Total,3 Bedrooms,-,440,-,-,-,-2.2,,,,,,
2016,Third,Hawkesbury,Total,3 Bedrooms,-,430,-,-,-,0,-,-,-,,,
2016,Third,Holroyd,Total,3 Bedrooms,-,500,-,-,-,4.2,,,,,,
2016,Third,Hornsby,Total,3 Bedrooms,-,610,-,-,-,-1.2,-,-,-,,,
2016,Third,Liverpool,Total,3 Bedrooms,-,463,-,-,-,0.5,,,,,,
2016,Third,Penrith,Total,3 Bedrooms,-,418,-,-,-,-0.6,-,-,-,,,
2016,Third,Pittwater,Total,3 Bedrooms,-,823,-,-,-,2.8,,,,,,
2016,Third,Sutherland,Total,3 Bedrooms,-,638,-,-,-,-1.9,-,-,-,,,
2016,Third,Warringah,Total,3 Bedrooms,-,825,-,-,-,0.6,,,,,,
2016,Third,Wollondilly,Total,3 Bedrooms,-,420,-,-,-,1.2,-,-,-,,,
2016,Third,Wyong,Total,3 Bedrooms,-,390,-,-,-,-1.3,-,-,-,,,
2016,Third,The Hills Shire,Total,4 or more Bedrooms,-,700,-,-,-,0,-,-,-,,,
2016,Third,Blacktown,Total,4 or more Bedrooms,-,580,-,-,-,3.6,-,-,-,,,
2016,Third,Blue Mountains,Total,4 or more Bedrooms,-,520,-,-,-,-1.9,-,-,-,,,
2016,Third,Camden,Total,4 or more Bedrooms,-,540,-,-,-,0,-,-,-,,,
2016,Third,Campbelltown,Total,4 or more Bedrooms,-,500,-,-,-,0,-,-,-,,,
2016,Third,Fairfield,Total,4 or more Bedrooms,-,530,-,-,-,1,-,-,-,,,
2016,Third,Gosford,Total,4 or more Bedrooms,-,580,-,-,-,0,-,-,-,,,
2016,Third,Hawkesbury,Total,4 or more Bedrooms,-,550,-,-,-,4.8,-,-,-,,,
2016,Third,Holroyd,Total,4 or more Bedrooms,-,600,-,-,-,0,-,-,-,,,
2016,Third,Hornsby,Total,4 or more Bedrooms,-,790,-,-,-,5.3,-,-,-,,,
2016,Third,Liverpool,Total,4 or more Bedrooms,-,570,-,-,-,-1.3,-,-,-,,,
2016,Third,Penrith,Total,4 or more Bedrooms,-,530,-,-,-,1.9,-,-,-,,,
2016,Third,Pittwater,Total,4 or more Bedrooms,-,1175,-,-,-,2.2,-,-,-,,,
2016,Third,Sutherland,Total,4 or more Bedrooms,-,800,-,-,-,2.6,-,-,-,,,
2016,Third,Warringah,Total,4 or more Bedrooms,-,1140,-,-,-,3.6,-,-,-,,,
2016,Third,Wollondilly,Total,4 or more Bedrooms,-,550,-,-,-,3.3,-,-,-,,,
2016,Third,Wyong,Total,4 or more Bedrooms,-,485,-,-,-,1,-,-,-,,,
2016,Third,Cessnock,Total,1 Bedroom,-,190,-,-,-,1.3,-,-,-,,,
2016,Third,Kiama,Total,1 Bedroom,-,-,-,-,-,-,-,-,-,,,
2016,Third,Lake Macquarie,Total,1 Bedroom,-,245,-,-,-,6.5,-,-,-,,,
2016,Third,Maitland,Total,1 Bedroom,-,188,-,-,-,-1.3,-,-,-,,,
2016,Third,Newcastle,Total,1 Bedroom,-,240,-,-,-,0,-,-,-,,,
2016,Third,Port Stephens,Total,1 Bedroom,-,220,-,-,-,-4.3,-,-,-,,,
2016,Third,Shellharbour,Total,1 Bedroom,-,-,-,-,-,-,-,-,-,,,
2016,Third,Wollongong,Total,1 Bedroom,-,260,-,-,-,-3.7,-,-,-,,,
2016,Third,Cessnock,Total,2 Bedrooms,-,260,-,-,-,0,-,-,-,,,
2016,Third,Kiama,Total,2 Bedrooms,-,400,-,-,-,0,-,-,-,,,
2016,Third,Lake Macquarie,Total,2 Bedrooms,-,335,-,-,-,-1.5,-,-,-,,,
2016,Third,Maitland,Total,2 Bedrooms,-,280,-,-,-,0,-,-,-,,,
2016,Third,Newcastle,Total,2 Bedrooms,-,360,-,-,-,-2.7,-,-,-,,,
2016,Third,Port Stephens,Total,2 Bedrooms,-,290,-,-,-,-3.3,-,-,-,,,
2016,Third,Shellharbour,Total,2 Bedrooms,-,330,-,-,-,0.8,-,-,-,,,
2016,Third,Wollongong,Total,2 Bedrooms,-,360,-,-,-,-1.4,-,-,-,,,
2016,Third,Cessnock,Total,3 Bedrooms,-,310,-,-,-,3.3,-,-,-,,,
2016,Third,Kiama,Total,3 Bedrooms,-,480,-,-,-,-3,-,-,-,,,
2016,Third,Lake Macquarie,Total,3 Bedrooms,-,390,-,-,-,2.6,-,-,-,,,
2016,Third,Maitland,Total,3 Bedrooms,-,330,-,-,-,-2.9,-,-,-,,,
2016,Third,Newcastle,Total,3 Bedrooms,-,425,-,-,-,2.4,-,-,-,,,
2016,Third,Port Stephens,Total,3 Bedrooms,-,360,-,-,-,0,-,-,-,,,
2016,Third,Shellharbour,Total,3 Bedrooms,-,450,-,-,-,3.4,-,-,-,,,
2016,Third,Wollongong,Total,3 Bedrooms,-,470,-,-,-,0,-,-,-,,,
2016,Third,Cessnock,Total,4 or more Bedrooms,-,380,-,-,-,0,-,-,-,,,
2016,Third,Kiama,Total,4 or more Bedrooms,-,580,-,-,-,3.6,-,-,-,,,
2016,Third,Lake Macquarie,Total,4 or more Bedrooms,-,480,-,-,-,-2,-,-,-,,,
2016,Third,Maitland,Total,4 or more Bedrooms,-,410,-,-,-,0,-,-,-,,,
2016,Third,Newcastle,Total,4 or more Bedrooms,-,493,-,-,-,0.5,-,-,-,,,
2016,Third,Port Stephens,Total,4 or more Bedrooms,-,470,-,-,-,4.4,-,-,-,,,
2016,Third,Shellharbour,Total,4 or more Bedrooms,-,560,-,-,-,1.8,-,-,-,,,
2016,Third,Wollongong,Total,4 or more Bedrooms,-,575,-,-,-,-0.9,-,-,-,,,
2016,Third,Ashfield,House,2 Bedrooms,500,570,620,-,-,-4.2,-,-,-,,,
2016,Third,Botany Bay,House,2 Bedrooms,520,630,680,-,-,-,-,-,-,,,
2016,Third,Lane Cove,House,2 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,Leichhardt,House,2 Bedrooms,675,720,780,-,-,-0.7,-,-,-,,,
2016,Third,Marrickville,House,2 Bedrooms,620,673,720,-,-,2.7,-,-,-,,,
2016,Third,Mosman,House,2 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,North Sydney,House,2 Bedrooms,700,795,930,-,-,-,-,-,-,,,
2016,Third,Randwick,House,2 Bedrooms,650,738,765,-,-,6.9,-,-,-,,,
2016,Third,Sydney,House,2 Bedrooms,640,700,750,-,-,-4.1,-,-,-,,,
2016,Third,Waverley,House,2 Bedrooms,780,880,1000,-,-,16.2,-,-,-,,,
2016,Third,Woollahra,House,2 Bedrooms,858,1075,1303,-,-,-,-,-,-,,,
2016,Third,Ashfield,House,3 Bedrooms,700,760,830,-,-,1.3,-,-,-,,,
2016,Third,Botany Bay,House,3 Bedrooms,700,750,790,-,-,0,-,-,-,,,
2016,Third,Lane Cove,House,3 Bedrooms,765,885,990,-,-,-0.6,-,-,-,,,
2016,Third,Leichhardt,House,3 Bedrooms,790,895,980,-,-,-3.8,-,-,-,,,
2016,Third,Marrickville,House,3 Bedrooms,700,800,895,-,-,-1.2,-,-,-,,,
2016,Third,Mosman,House,3 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,North Sydney,House,3 Bedrooms,815,1125,1373,-,-,13.6,-,-,-,,,
2016,Third,Randwick,House,3 Bedrooms,800,950,1100,-,-,1.3,-,-,-,,,
2016,Third,Sydney,House,3 Bedrooms,850,945,1150,-,-,5,-,-,-,,,
2016,Third,Waverley,House,3 Bedrooms,1000,1180,1450,-,-,2.6,-,-,-,,,
2016,Third,Woollahra,House,3 Bedrooms,980,1300,1550,-,-,0,-,-,-,,,
2016,Third,Auburn,House,2 Bedrooms,430,480,540,-,-,6.7,-,-,-,,,
2016,Third,Bankstown,House,2 Bedrooms,400,438,460,-,-,-2.8,-,-,-,,,
2016,Third,Burwood,House,2 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,Canterbury,House,2 Bedrooms,450,500,550,-,-,2,-,-,-,,,
2016,Third,Canada Bay,House,2 Bedrooms,600,670,720,-,-,-0.4,-,-,-,,,
2016,Third,Hunters Hill,House,2 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,Hurstville,House,2 Bedrooms,450,480,500,-,-,-2,-,-,-,,,
2016,Third,Kogarah,House,2 Bedrooms,450,493,570,-,-,3.1,-,-,-,,,
2016,Third,Ku-ring-gai,House,2 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,Manly,House,2 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,Parramatta,House,2 Bedrooms,400,450,480,-,-,4.7,-,-,-,,,
2016,Third,Rockdale,House,2 Bedrooms,500,535,630,-,-,4.9,-,-,-,,,
2016,Third,Ryde,House,2 Bedrooms,500,540,620,-,-,8,-,-,-,,,
2016,Third,Strathfield,House,2 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,Willoughby,House,2 Bedrooms,578,690,735,-,-,-13.8,-,-,-,,,
2016,Third,Auburn,House,3 Bedrooms,500,550,630,-,-,10,-,-,-,,,
2016,Third,Bankstown,House,3 Bedrooms,460,500,550,-,-,0,-,-,-,,,
2016,Third,Burwood,House,3 Bedrooms,580,635,700,-,-,-2.3,-,-,-,,,
2016,Third,Canterbury,House,3 Bedrooms,515,565,650,-,-,-3,-,-,-,,,
2016,Third,Canada Bay,House,3 Bedrooms,650,750,850,-,-,-3.5,-,-,-,,,
2016,Third,Hunters Hill,House,3 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,Hurstville,House,3 Bedrooms,550,590,650,-,-,5.4,-,-,-,,,
2016,Third,Kogarah,House,3 Bedrooms,540,565,670,-,-,-13.1,-,-,-,,,
2016,Third,Ku-ring-gai,House,3 Bedrooms,710,795,900,-,-,-0.6,-,-,-,,,
2016,Third,Manly,House,3 Bedrooms,853,1050,1250,-,-,-8.7,-,-,-,,,
2016,Third,Parramatta,House,3 Bedrooms,450,500,560,-,-,0,-,-,-,,,
2016,Third,Rockdale,House,3 Bedrooms,580,630,693,-,-,0,-,-,-,,,
2016,Third,Ryde,House,3 Bedrooms,595,650,700,-,-,0,-,-,-,,,
2016,Third,Strathfield,House,3 Bedrooms,500,570,670,-,-,-1.7,-,-,-,,,
2016,Third,Willoughby,House,3 Bedrooms,950,1000,1175,-,-,11.7,-,-,-,,,
2016,Third,The Hills Shire,House,2 Bedrooms,400,440,480,-,-,-8.3,-,-,-,,,
2016,Third,Blacktown,House,2 Bedrooms,353,380,400,-,-,2.7,-,-,-,,,
2016,Third,Blue Mountains,House,2 Bedrooms,330,363,390,-,-,-5.8,-,-,-,,,
2016,Third,Camden,House,2 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,Campbelltown,House,2 Bedrooms,340,350,370,-,-,6.1,-,-,-,,,
2016,Third,Fairfield,House,2 Bedrooms,350,360,390,-,-,-5.3,-,-,-,,,
2016,Third,Gosford,House,2 Bedrooms,350,380,400,-,-,4.4,-,-,-,,,
2016,Third,Hawkesbury,House,2 Bedrooms,350,363,400,-,-,3.6,-,-,-,,,
2016,Third,Holroyd,House,2 Bedrooms,395,420,450,-,-,2.4,-,-,-,,,
2016,Third,Hornsby,House,2 Bedrooms,460,500,525,-,-,0,-,-,-,,,
2016,Third,Liverpool,House,2 Bedrooms,325,380,390,-,-,5.6,-,-,-,,,
2016,Third,Penrith,House,2 Bedrooms,320,350,400,-,-,0,-,-,-,,,
2016,Third,Pittwater,House,2 Bedrooms,600,663,720,-,-,1.9,-,-,-,,,
2016,Third,Sutherland,House,2 Bedrooms,470,520,570,-,-,4,-,-,-,,,
2016,Third,Warringah,House,2 Bedrooms,650,700,750,-,-,7.7,-,-,-,,,
2016,Third,Wollondilly,House,2 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,Wyong,House,2 Bedrooms,300,340,360,-,-,3,-,-,-,,,
2016,Third,The Hills Shire,House,3 Bedrooms,530,590,650,-,-,1.7,-,-,-,,,
2016,Third,Blacktown,House,3 Bedrooms,395,430,460,-,-,2.4,-,-,-,,,
2016,Third,Blue Mountains,House,3 Bedrooms,390,420,470,-,-,0,-,-,-,,,
2016,Third,Camden,House,3 Bedrooms,430,460,493,-,-,2.2,-,-,-,,,
2016,Third,Campbelltown,House,3 Bedrooms,380,410,450,-,-,2.5,-,-,-,,,
2016,Third,Fairfield,House,3 Bedrooms,405,450,480,-,-,0,-,-,-,,,
2016,Third,Gosford,House,3 Bedrooms,400,440,480,-,-,-2.2,-,-,-,,,
2016,Third,Hawkesbury,House,3 Bedrooms,400,440,480,-,-,2.3,-,-,-,,,
2016,Third,Holroyd,House,3 Bedrooms,440,480,510,-,-,2.1,-,-,-,,,
2016,Third,Hornsby,House,3 Bedrooms,560,618,670,-,-,2.9,-,-,-,,,
2016,Third,Liverpool,House,3 Bedrooms,410,460,520,-,-,2.2,-,-,-,,,
2016,Third,Penrith,House,3 Bedrooms,390,420,450,-,-,0,-,-,-,,,
2016,Third,Pittwater,House,3 Bedrooms,770,860,1000,-,-,4.2,-,-,-,,,
2016,Third,Sutherland,House,3 Bedrooms,560,650,750,-,-,0,-,-,-,,,
2016,Third,Warringah,House,3 Bedrooms,750,825,940,-,-,-0.6,-,-,-,,,
2016,Third,Wollondilly,House,3 Bedrooms,390,420,460,-,-,0,-,-,-,,,
2016,Third,Wyong,House,3 Bedrooms,360,390,420,-,-,-2.5,-,-,-,,,
2016,Third,Cessnock,House,2 Bedrooms,250,260,280,-,-,0,-,-,-,,,
2016,Third,Kiama,House,2 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,Lake Macquarie,House,2 Bedrooms,310,340,360,-,-,0,-,-,-,,,
2016,Third,Maitland,House,2 Bedrooms,280,300,319,-,-,0,-,-,-,,,
2016,Third,Newcastle,House,2 Bedrooms,335,370,400,-,-,-2.6,-,-,-,,,
2016,Third,Port Stephens,House,2 Bedrooms,280,320,360,-,-,6.7,-,-,-,,,
2016,Third,Shellharbour,House,2 Bedrooms,340,365,380,-,-,-,-,-,-,,,
2016,Third,Wollongong,House,2 Bedrooms,350,390,460,-,-,5.4,-,-,-,,,
2016,Third,Cessnock,House,3 Bedrooms,295,310,330,-,-,3.3,-,-,-,,,
2016,Third,Kiama,House,3 Bedrooms,450,480,500,-,-,-2,-,-,-,,,
2016,Third,Lake Macquarie,House,3 Bedrooms,350,385,420,-,-,1.3,-,-,-,,,
2016,Third,Maitland,House,3 Bedrooms,310,340,360,-,-,0,-,-,-,,,
2016,Third,Newcastle,House,3 Bedrooms,370,420,460,-,-,5,-,-,-,,,
2016,Third,Port Stephens,House,3 Bedrooms,330,360,400,-,-,0,-,-,-,,,
2016,Third,Shellharbour,House,3 Bedrooms,395,440,470,-,-,0,-,-,-,,,
2016,Third,Wollongong,House,3 Bedrooms,400,470,530,-,-,4.4,-,-,-,,,
2016,Third,Ashfield,Flat/Unit,1 Bedroom,380,400,440,-,-,1.3,-,-,-,,,
2016,Third,Botany Bay,Flat/Unit,1 Bedroom,440,550,570,-,-,-1.8,-,-,-,,,
2016,Third,Lane Cove,Flat/Unit,1 Bedroom,450,500,550,-,-,-3.8,-,-,-,,,
2016,Third,Leichhardt,Flat/Unit,1 Bedroom,390,450,550,-,-,-1.1,-,-,-,,,
2016,Third,Marrickville,Flat/Unit,1 Bedroom,380,430,500,-,-,2.4,-,-,-,,,
2016,Third,Mosman,Flat/Unit,1 Bedroom,445,475,520,-,-,-5,-,-,-,,,
2016,Third,North Sydney,Flat/Unit,1 Bedroom,460,515,600,-,-,1,-,-,-,,,
2016,Third,Randwick,Flat/Unit,1 Bedroom,450,500,550,-,-,0,-,-,-,,,
2016,Third,Sydney,Flat/Unit,1 Bedroom,500,560,630,-,-,0,-,-,-,,,
2016,Third,Waverley,Flat/Unit,1 Bedroom,485,570,670,-,-,3.6,-,-,-,,,
2016,Third,Woollahra,Flat/Unit,1 Bedroom,430,483,565,-,-,-3.5,-,-,-,,,
2016,Third,Ashfield,Flat/Unit,2 Bedrooms,440,475,515,-,-,0,-,-,-,,,
2016,Third,Botany Bay,Flat/Unit,2 Bedrooms,470,610,700,-,-,-1.6,-,-,-,,,
2016,Third,Lane Cove,Flat/Unit,2 Bedrooms,500,550,630,-,-,-2.7,-,-,-,,,
2016,Third,Leichhardt,Flat/Unit,2 Bedrooms,560,693,765,-,-,6.5,-,-,-,,,
2016,Third,Marrickville,Flat/Unit,2 Bedrooms,463,530,620,-,-,1,-,-,-,,,
2016,Third,Mosman,Flat/Unit,2 Bedrooms,590,650,750,-,-,0.8,-,-,-,,,
2016,Third,North Sydney,Flat/Unit,2 Bedrooms,600,680,780,-,-,4.6,-,-,-,,,
2016,Third,Randwick,Flat/Unit,2 Bedrooms,560,620,695,-,-,0,-,-,-,,,
2016,Third,Sydney,Flat/Unit,2 Bedrooms,690,750,850,-,-,0,-,-,-,,,
2016,Third,Waverley,Flat/Unit,2 Bedrooms,650,720,820,-,-,1.4,-,-,-,,,
2016,Third,Woollahra,Flat/Unit,2 Bedrooms,630,698,783,-,-,0.7,-,-,-,,,
2016,Third,Auburn,Flat/Unit,1 Bedroom,430,460,480,-,-,-1.1,-,-,-,,,
2016,Third,Bankstown,Flat/Unit,1 Bedroom,240,298,380,-,-,0,-,-,-,,,
2016,Third,Burwood,Flat/Unit,1 Bedroom,410,510,550,-,-,2,-,-,-,,,
2016,Third,Canterbury,Flat/Unit,1 Bedroom,330,410,450,-,-,28.1,-,-,-,,,
2016,Third,Canada Bay,Flat/Unit,1 Bedroom,505,540,560,-,-,1.9,-,-,-,,,
2016,Third,Hunters Hill,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-,,,
2016,Third,Hurstville,Flat/Unit,1 Bedroom,395,450,465,-,-,12.5,-,-,-,,,
2016,Third,Kogarah,Flat/Unit,1 Bedroom,315,370,423,-,-,-7.5,-,-,-,,,
2016,Third,Ku-ring-gai,Flat/Unit,1 Bedroom,450,490,510,-,-,-2,-,-,-,,,
2016,Third,Manly,Flat/Unit,1 Bedroom,495,565,650,-,-,-3.4,-,-,-,,,
2016,Third,Parramatta,Flat/Unit,1 Bedroom,350,410,460,-,-,5.1,-,-,-,,,
2016,Third,Rockdale,Flat/Unit,1 Bedroom,450,490,520,-,-,4.3,-,-,-,,,
2016,Third,Ryde,Flat/Unit,1 Bedroom,380,480,530,-,-,4.3,-,-,-,,,
2016,Third,Strathfield,Flat/Unit,1 Bedroom,400,440,470,-,-,-1.7,-,-,-,,,
2016,Third,Willoughby,Flat/Unit,1 Bedroom,500,560,600,-,-,3.7,-,-,-,,,
2016,Third,Auburn,Flat/Unit,2 Bedrooms,430,540,580,-,-,8,-,-,-,,,
2016,Third,Bankstown,Flat/Unit,2 Bedrooms,400,420,450,-,-,2.4,-,-,-,,,
2016,Third,Burwood,Flat/Unit,2 Bedrooms,520,610,700,-,-,7,-,-,-,,,
2016,Third,Canterbury,Flat/Unit,2 Bedrooms,370,400,500,-,-,2.6,-,-,-,,,
2016,Third,Canada Bay,Flat/Unit,2 Bedrooms,560,640,685,-,-,1.6,-,-,-,,,
2016,Third,Hunters Hill,Flat/Unit,2 Bedrooms,430,513,600,-,-,-13.9,-,-,-,,,
2016,Third,Hurstville,Flat/Unit,2 Bedrooms,420,490,550,-,-,8.9,-,-,-,,,
2016,Third,Kogarah,Flat/Unit,2 Bedrooms,430,475,530,-,-,1.1,-,-,-,,,
2016,Third,Ku-ring-gai,Flat/Unit,2 Bedrooms,575,620,660,-,-,-1.6,-,-,-,,,
2016,Third,Manly,Flat/Unit,2 Bedrooms,640,750,860,-,-,3.4,-,-,-,,,
2016,Third,Parramatta,Flat/Unit,2 Bedrooms,420,460,510,-,-,2.2,-,-,-,,,
2016,Third,Rockdale,Flat/Unit,2 Bedrooms,460,550,620,-,-,3.8,-,-,-,,,
2016,Third,Ryde,Flat/Unit,2 Bedrooms,430,485,590,-,-,3.2,-,-,-,,,
2016,Third,Strathfield,Flat/Unit,2 Bedrooms,475,520,580,-,-,1,-,-,-,,,
2016,Third,Willoughby,Flat/Unit,2 Bedrooms,600,670,750,-,-,0,-,-,-,,,
2016,Third,The Hills Shire,Flat/Unit,1 Bedroom,395,430,460,-,-,0,-,-,-,,,
2016,Third,Blacktown,Flat/Unit,1 Bedroom,250,293,323,-,-,4.5,-,-,-,,,
2016,Third,Blue Mountains,Flat/Unit,1 Bedroom,245,265,300,-,-,0,-,-,-,,,
2016,Third,Camden,Flat/Unit,1 Bedroom,300,320,330,-,-,-,-,-,-,,,
2016,Third,Campbelltown,Flat/Unit,1 Bedroom,250,288,315,-,-,-0.9,-,-,-,,,
2016,Third,Fairfield,Flat/Unit,1 Bedroom,250,278,300,-,-,6.7,-,-,-,,,
2016,Third,Gosford,Flat/Unit,1 Bedroom,235,270,300,-,-,-1.8,-,-,-,,,
2016,Third,Hawkesbury,Flat/Unit,1 Bedroom,178,250,270,-,-,-9.1,-,-,-,,,
2016,Third,Holroyd,Flat/Unit,1 Bedroom,300,330,400,-,-,0,-,-,-,,,
2016,Third,Hornsby,Flat/Unit,1 Bedroom,330,400,450,-,-,-4.8,-,-,-,,,
2016,Third,Liverpool,Flat/Unit,1 Bedroom,268,300,380,-,-,1.7,-,-,-,,,
2016,Third,Penrith,Flat/Unit,1 Bedroom,220,250,280,-,-,0,-,-,-,,,
2016,Third,Pittwater,Flat/Unit,1 Bedroom,400,450,495,-,-,3.4,-,-,-,,,
2016,Third,Sutherland,Flat/Unit,1 Bedroom,340,378,400,-,-,0.7,-,-,-,,,
2016,Third,Warringah,Flat/Unit,1 Bedroom,425,463,520,-,-,2.8,-,-,-,,,
2016,Third,Wollondilly,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-,,,
2016,Third,Wyong,Flat/Unit,1 Bedroom,210,240,290,-,-,-4,-,-,-,,,
2016,Third,The Hills Shire,Flat/Unit,2 Bedrooms,500,530,548,-,-,1.9,-,-,-,,,
2016,Third,Blacktown,Flat/Unit,2 Bedrooms,350,380,410,-,-,1.3,-,-,-,,,
2016,Third,Blue Mountains,Flat/Unit,2 Bedrooms,310,350,380,-,-,6.1,-,-,-,,,
2016,Third,Camden,Flat/Unit,2 Bedrooms,370,400,420,-,-,2.6,-,-,-,,,
2016,Third,Campbelltown,Flat/Unit,2 Bedrooms,300,360,410,-,-,2.9,-,-,-,,,
2016,Third,Fairfield,Flat/Unit,2 Bedrooms,310,330,370,-,-,0,-,-,-,,,
2016,Third,Gosford,Flat/Unit,2 Bedrooms,320,350,380,-,-,0,-,-,-,,,
2016,Third,Hawkesbury,Flat/Unit,2 Bedrooms,310,340,360,-,-,6.3,-,-,-,,,
2016,Third,Holroyd,Flat/Unit,2 Bedrooms,380,415,450,-,-,1.2,-,-,-,,,
2016,Third,Hornsby,Flat/Unit,2 Bedrooms,460,510,550,-,-,0,-,-,-,,,
2016,Third,Liverpool,Flat/Unit,2 Bedrooms,310,360,420,-,-,3.6,-,-,-,,,
2016,Third,Penrith,Flat/Unit,2 Bedrooms,290,320,350,-,-,0,-,-,-,,,
2016,Third,Pittwater,Flat/Unit,2 Bedrooms,550,615,660,-,-,3.4,-,-,-,,,
2016,Third,Sutherland,Flat/Unit,2 Bedrooms,430,460,520,-,-,-1.1,-,-,-,,,
2016,Third,Warringah,Flat/Unit,2 Bedrooms,535,590,650,-,-,0,-,-,-,,,
2016,Third,Wollondilly,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-,,,
2016,Third,Wyong,Flat/Unit,2 Bedrooms,300,340,360,-,-,6.3,-,-,-,,,
2016,Third,Cessnock,Flat/Unit,1 Bedroom,185,190,200,-,-,5.6,-,-,-,,,
2016,Third,Kiama,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-,,,
2016,Third,Lake Macquarie,Flat/Unit,1 Bedroom,205,236,295,-,-,2.6,-,-,-,,,
2016,Third,Maitland,Flat/Unit,1 Bedroom,180,190,200,-,-,-2.6,-,-,-,,,
2016,Third,Newcastle,Flat/Unit,1 Bedroom,230,265,325,-,-,0,-,-,-,,,
2016,Third,Port Stephens,Flat/Unit,1 Bedroom,200,220,250,-,-,0,-,-,-,,,
2016,Third,Shellharbour,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-,,,
2016,Third,Wollongong,Flat/Unit,1 Bedroom,240,270,310,-,-,-1.8,-,-,-,,,
2016,Third,Cessnock,Flat/Unit,2 Bedrooms,230,250,265,-,-,-3.8,-,-,-,,,
2016,Third,Kiama,Flat/Unit,2 Bedrooms,360,390,420,-,-,6.8,-,-,-,,,
2016,Third,Lake Macquarie,Flat/Unit,2 Bedrooms,270,315,350,-,-,-1.6,-,-,-,,,
2016,Third,Maitland,Flat/Unit,2 Bedrooms,248,270,300,-,-,8,-,-,-,,,
2016,Third,Newcastle,Flat/Unit,2 Bedrooms,305,350,410,-,-,0,-,-,-,,,
2016,Third,Port Stephens,Flat/Unit,2 Bedrooms,250,280,300,-,-,0,-,-,-,,,
